0.03,-0.04,1.11
-0.03,-0.10,1.05
-0.04,-0.06,1.03
-0.04,-0.06,1.04
-0.04,-0.09,0.98
-0.02,-0.08,1.00
-0.01,-0.06,1.03
-0.00,-0.06,1.01
-0.03,-0.07,1.00
-0.03,-0.07,0.98
-0.03,-0.04,1.02
-0.05,-0.08,1.02
-0.07,-0.10,1.00
-0.03,-0.07,1.00
-0.01,-0.05,1.02
-0.01,-0.06,1.02
-0.01,-0.05,0.99
-0.03,-0.06,0.98
-0.06,-0.08,1.00
